# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	COG cat	eggNOG annot
Mcavernosa27370	T	grancalcin, EF-hand calcium binding protein
Mcavernosa27367	S	ddb1 and cul4 associated factor 11
Mcavernosa27378	S	SKI DACH domain containing 1
Mcavernosa27377	T	protein tyrosine phosphatase, receptor type, N
Mcavernosa27379	T	Rac GTPase activating protein 1
Mcavernosa27383	T	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Mcavernosa27382	T	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Mcavernosa27389	S	Inherit from NOG: FN3
Mcavernosa27393	S	Inherit from NOG: FN3
Mcavernosa27392	S	Inherit from NOG: FN3
Mcavernosa27404	K	SWI SNF related matrix associated actin dependent regulator of chromatin subfamily a member
Mcavernosa27407	S	NA
Mcavernosa27410	S	NA
Mcavernosa27409	S	NA
Mcavernosa27415	Z	Kinesin light chain
Mcavernosa27418	T	kelch-like
Mcavernosa27420	L	mutS homolog 3 (E. coli)
Mcavernosa27421	G	alpha-galactosidase
Mcavernosa27423	L	mutS homolog 3 (E. coli)
Mcavernosa27422	O	Protein disulfide isomerase
Mcavernosa27431	S	Chromosome 3 open reading frame 33
Mcavernosa27434	K	methylphosphate capping enzyme
Mcavernosa27436	S	poly (ADP-ribose) polymerase family, member 12
Mcavernosa27432	G	solute carrier family 35 member
Mcavernosa27430	D	Cyclin L1
Mcavernosa27441	S	Nuclear fragile X mental retardation protein interacting protein 1
Mcavernosa27444	S	Nuclear fragile X mental retardation protein interacting protein 1
Mcavernosa27449	T	receptor
Mcavernosa27447	K	Involved both in the piRNA and miRNA metabolic processes. As a component of the meiotic nuage, plays a central role during oogenesis by repressing transposable elements and prevent their mobilization, which is essential for the germline integrity. Repression of transposable elements is mediated via the piRNA metabolic process, which mediates the repression of transposable elements during meiosis by forming complexes composed of piRNAs and Piwi proteins and governs the repression of transposons. As a nuclear component, it is required for proper differentiation in the germline stem cell (GSC) lineage by repressing microRNA-7 (miR-7), thereby acting as an indirect regulator of bag-of-marbles (Bam). Acts by binding to the promoter of miR-7 gene and repressing its expression
Mcavernosa27448	Q	williams Beuren syndrome chromosome region
Mcavernosa27450	Q	williams Beuren syndrome chromosome region
Mcavernosa27451	Q	williams Beuren syndrome chromosome region
Mcavernosa27443	G	UDP-Gal betaGal beta 1,3-galactosyltransferase, polypeptide 6
Mcavernosa27446	G	UDP-Gal betaGal beta 1,3-galactosyltransferase, polypeptide 6
Mcavernosa27440	A	Nuclear cap-binding protein subunit
Mcavernosa27456	D	fermitin family member
Mcavernosa27459	K	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor
Mcavernosa27461	J	ribosomal protein S4
Mcavernosa27466	S	U3 small nucleolar RNA-associated protein
Mcavernosa27462	S	U3 small nucleolar RNA-associated protein
Mcavernosa27464	Y	Nucleoporin 43kDa
Mcavernosa27476	Z	Kinesin light chain
Mcavernosa27472	P	Voltage gated calcium channel IQ domain
Mcavernosa27471	P	Calcium channel, voltage-dependent
Mcavernosa27470	P	Calcium channel, voltage-dependent
Mcavernosa27474	P	Calcium channel, voltage-dependent
Mcavernosa27477	O	cubilin (intrinsic factor-cobalamin receptor)
Mcavernosa27473	P	Calcium channel, voltage-dependent
Mcavernosa27475	P	Calcium channel, voltage-dependent
Mcavernosa27480	O	Bone morphogenetic protein 1
Mcavernosa27487	S	NA
Mcavernosa27490	S	Inherit from KOG: leucine rich repeat containing
Mcavernosa27494	S	Centlein, centrosomal protein
Mcavernosa27495	S	Centlein, centrosomal protein
Mcavernosa27496	Q	ATP-binding cassette, sub-family A (ABC1), member
Mcavernosa27505	T	receptor
Mcavernosa27508	K	Ctr9, Paf1 RNA polymerase II complex component, homolog (S. cerevisiae)
Mcavernosa27507	K	Ctr9, Paf1 RNA polymerase II complex component, homolog (S. cerevisiae)
Mcavernosa27509	T	Inherit from opiNOG: to reverse transcriptase
Mcavernosa27506	P	sodium channel, non-voltage-gated 1, gamma
Mcavernosa27514	S	NA
Mcavernosa27527	M	Transient receptor potential cation channel subfamily A member
Mcavernosa27538	N	Tctex1 domain containing
Mcavernosa27540	G	phosphoglycerate mutase
Mcavernosa27537	W	Inherit from NOG: tectorin alpha
Mcavernosa27543	P, T	Amiloride-sensitive sodium channel
Mcavernosa27539	S	Bacterial protein of unknown function (DUF924)
Mcavernosa27535	S	NA
Mcavernosa27544	P, T	Amiloride-sensitive sodium channel
Mcavernosa27546	D	Conserved hypothetical protein
Mcavernosa27556	A	WD repeat domain 69
Mcavernosa27566	S	sterile alpha motif domain containing
Mcavernosa27565	T	DUF4206
Mcavernosa27568	C	Cytochrome b5-like Heme/Steroid binding domain
Mcavernosa27570	E	cysteine desulfurase
Mcavernosa27569	G	solute carrier family 16, member
Mcavernosa27572	I	Lipase family
Mcavernosa27577	S	NA
Mcavernosa27574	T	Fer (Fps fes related) tyrosine kinase
Mcavernosa27587	S	NA
Mcavernosa27581	Z	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells
Mcavernosa27580	S	LicD family
Mcavernosa27593	S	protein phosphatase 1, regulatory subunit 21
Mcavernosa27604	S	NA
Mcavernosa27600	O	Inherit from KOG: tripartite motif containing
Mcavernosa27598	O	Inherit from KOG: tripartite motif containing
Mcavernosa27595	O	Inherit from KOG: tripartite motif containing
Mcavernosa27596	S	NA
Mcavernosa27606	S	Coiled-coil domain containing 57
Mcavernosa27617	S	Ubiquitin-2 like Rad60 SUMO-like
Mcavernosa27614	K	general transcription factor IIH, polypeptide 3
Mcavernosa27610	T	Immunoglobulin domain
Mcavernosa27616	S	vitamin K epoxide reductase complex subunit
Mcavernosa27615	T	mitogen-activated protein kinase
Mcavernosa27612	T	Growth factor receptor
Mcavernosa27608	T	Growth factor receptor
Mcavernosa27609	T	immunoglobulin superfamily DCC subclass member 3
Mcavernosa27626	S	NA
Mcavernosa27627	S	NA
Mcavernosa27632	S	lectin, galactoside-binding, soluble, 3 binding protein
Mcavernosa27629	S	NA
Mcavernosa27630	T	Protein tyrosine phosphatase receptor type
Mcavernosa27641	B, D	pogo transposable element with KRAB domain
Mcavernosa27648	Z	Coronin, actin binding protein
Mcavernosa27644	S	piggyBac transposable element derived 4
Mcavernosa27652	S	NA
Mcavernosa27655	S	ShK domain-like
Mcavernosa27657	O	ubiquitin protein ligase
Mcavernosa27658	O	ubiquitin protein ligase
Mcavernosa27664	S	kiaa0556
Mcavernosa27666	S	family with sequence similarity 227, member A
Mcavernosa27661	S	Rho-related BTB domain containing
Mcavernosa27665	K	leucine-zipper-like transcription regulator 1
Mcavernosa27670	B	Mate efflux family protein
Mcavernosa27671	B	Mate efflux family protein
Mcavernosa27668	S	kiaa0556
Mcavernosa27667	S	kiaa0556
Mcavernosa27672	T	Tachykinin receptor
Mcavernosa27674	M, W	Carbohydrate
Mcavernosa27673	M, W	Carbohydrate
Mcavernosa27681	S	spindle assembly 6 homolog (C. elegans)
Mcavernosa27682	S	protein Hydra magnipapillata
Mcavernosa27693	P, T	Calcium channel, voltage-dependent, alpha 2 delta subunit
Mcavernosa27686	S	NA
Mcavernosa27692	S	YqaJ-like viral recombinase domain
Mcavernosa27685	S	NA
Mcavernosa27697	P, T	Calcium channel, voltage-dependent, alpha 2 delta subunit
Mcavernosa27695	P, T	Calcium channel, voltage-dependent, alpha 2 delta subunit
Mcavernosa27704	W	Syntrophin, beta 1 (Dystrophin-associated protein A1, 59kDa, basic component 1)
Mcavernosa27699	T	Immunoglobulin I-set domain
Mcavernosa27713	L	Polymerase (DNA directed), theta
Mcavernosa27708	L	Polymerase (DNA directed), theta
Mcavernosa27711	L	Polymerase (DNA directed), theta
Mcavernosa27710	E	Nitrilase family, member 2
Mcavernosa27707	W	C1q and tumor necrosis factor related protein
Mcavernosa27717	U	family with sequence similarity 26, member E
Mcavernosa27722	D, Z	RAB11 family interacting protein
Mcavernosa27721	A	PHD finger protein 5A
Mcavernosa27720	D, Z	RAB11 family interacting protein
Mcavernosa27724	S	Centlein, centrosomal protein
Mcavernosa27723	Q	Polyamine oxidase
Mcavernosa27725	T	patched domain containing
Mcavernosa27727	E, I	carboxylase, beta
Mcavernosa27728	C	Guanylate binding protein
Mcavernosa27736	J	PQ loop repeat
Mcavernosa27740	U	golgi transport
Mcavernosa27741	S	Autophagy beclin-1 regulator 1
Mcavernosa27744	S	PA14 domain
Mcavernosa27743	G	chondroitin sulfate
Mcavernosa27748	P, T	Arylsulfatase
Mcavernosa27749	G	Arylsulfatase
Mcavernosa27746	V	Retrotransposon protein
Mcavernosa27750	T	Progestin and adipoQ receptor family member
Mcavernosa27758	S	WD domain, G-beta repeat
Mcavernosa27753	T	Dual serine threonine and tyrosine protein kinase
Mcavernosa27755	T	Dual serine threonine and tyrosine protein kinase
Mcavernosa27768	T	Mucosa associated lymphoid tissue lymphoma translocation gene 1
Mcavernosa27765	S	MULE transposase domain
Mcavernosa27782	D, Z	Amyotrophic lateral sclerosis 2 (Juvenile)
Mcavernosa27775	S	NA
Mcavernosa27792	S	von Willebrand factor type A domain
Mcavernosa27789	S	RNA binding motif protein
Mcavernosa27791	T	A kinase (PRKA) interacting protein 1
Mcavernosa27787	P	Transient receptor potential cation channel subfamily C member
Mcavernosa27790	T	copine family
Mcavernosa27800	S	NA
Mcavernosa27793	O, P	glutamate carboxypeptidase
Mcavernosa27798	S	glutamine rich 2
Mcavernosa27797	S	glutamine rich 2
Mcavernosa30160	J	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)
Mcavernosa30164	T, V	to nematocyst outer wall antigen Hydra magnipapillata
Mcavernosa30162	T	Peroxidasin homolog
Mcavernosa30163	T	Peroxidasin homolog
Mcavernosa30181	M	ankyrin repeat domain 53
Mcavernosa30182	H	pyridine nucleotide-disulphide oxidoreductase domain 2
Mcavernosa30190	S	NA
Mcavernosa30195	A	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
Mcavernosa30196	M	Kinesin light chain
Mcavernosa30194	U	biogenesis of lysosomal organelles complex-1, subunit 2
Mcavernosa30207	H	methyltransferase
Mcavernosa30208	I	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
Mcavernosa30209	Q	ATP-binding cassette subfamily B, member 7
Mcavernosa30210	D	NOP2 Sun domain family member
Mcavernosa30214	G	Sulfotransferase domain
Mcavernosa30220	S	Schlafen family member
Mcavernosa30221	S	NA
Mcavernosa30232	S	NA
Mcavernosa30233	S	NA
Mcavernosa30249	Z	kinesin family member 11
Mcavernosa30247	Z	kinesin family member 11
Mcavernosa30245	G	UDP-Gal betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1
Mcavernosa30246	Z	kinesin family member 11
Mcavernosa30251	U	solute carrier family 18, subfamily B, member 1
Mcavernosa30248	Q	Dimethylaniline monooxygenase (N-oxide-forming)
Mcavernosa30252	U	member RAS oncogene
Mcavernosa30256	E, I	carboxylase, beta
Mcavernosa30254	T	SNF related kinase
Mcavernosa30263	T, V	Lectin C-type domain
Mcavernosa30274	P	transient receptor potential cation channel, subfamily C, member 4 associated protein
Mcavernosa30273	O	ubiquitin-like modifier activating enzyme 2
Mcavernosa30277	S	centromere protein N
Mcavernosa30275	O	Ubiquitin-activating enzyme
Mcavernosa30278	A	Ribonuclease P MRP 40kDa subunit
Mcavernosa30287	O	RING finger
Mcavernosa30286	S	coiled-coil domain containing 40
Mcavernosa30290	T	Cell adhesion molecule
Mcavernosa30296	K	Zinc finger protein 862
Mcavernosa30298	T	NIMA-related kinase 8
Mcavernosa30295	S	NA
Mcavernosa30305	O	proprotein convertase subtilisin kexin type
Mcavernosa30297	S	Coiled-coil domain containing 13
Mcavernosa30294	S	NA
Mcavernosa30308	P	solute carrier family 30 (zinc transporter), member
Mcavernosa30307	O	proprotein convertase subtilisin kexin type
Mcavernosa30312	S	YqaJ-like viral recombinase domain
Mcavernosa30314	P, T	polycystic kidney disease 1-like 2
Mcavernosa30317	S	Smith-Magenis syndrome chromosome region, candidate 7-like
Mcavernosa30322	T	inositol 1,3,4,5,6-pentakisphosphate 2-kinase
Mcavernosa30321	J, K	CCAAT enhancer binding protein (C EBP), zeta
Mcavernosa30326	S	Mib_herc2
Mcavernosa30331	C	solute carrier family 25 (aspartate glutamate carrier), member
Mcavernosa30329	Q	Cytochrome P450 family 27 subfamily
Mcavernosa30327	Q	Cytochrome P450 family 27 subfamily
Mcavernosa30328	Q	Cytochrome P450 family 27 subfamily
Mcavernosa30333	T	glutamate receptor, metabotropic
Mcavernosa30337	S	protein Hydra magnipapillata
Mcavernosa30341	T	patched domain containing
Mcavernosa30350	S	POC1 centriolar protein homolog
Mcavernosa30358	G	solute carrier family 16, member
Mcavernosa30345	A	Helicase with zinc finger
Mcavernosa30353	T	guanylate cyclase
Mcavernosa30360	O	Bone morphogenetic protein 1
Mcavernosa30365	S	Brain protein 44-like
Mcavernosa30363	S	Brain protein 44-like
Mcavernosa30364	P	solute carrier family 15
Mcavernosa30373	S	NA
Mcavernosa30374	S	NA
Mcavernosa30380	W	collagen, type
Mcavernosa30371	H	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)
Mcavernosa30379	W	C1q and tumor necrosis factor related protein
Mcavernosa30377	S	NA
Mcavernosa30376	S	NA
Mcavernosa30382	S	NA
Mcavernosa30383	S	coiled-coil and C2 domain containing
Mcavernosa30384	S	coiled-coil and C2 domain containing
Mcavernosa30387	I	Niemann-Pick disease type C1
Mcavernosa30386	I	polyketide synthase
Mcavernosa30397	T	DENN MADD domain containing 3
Mcavernosa30395	C	Electron transfer flavoprotein
Mcavernosa30385	T	patched domain containing
Mcavernosa30403	S	NA
Mcavernosa30404	S	NA
Mcavernosa30406	A	RNA 3-terminal phosphate
Mcavernosa30408	O	proprotein convertase subtilisin kexin type
Mcavernosa30410	T, V	oxidoreductase activity, acting on peroxide as acceptor
Mcavernosa30414	F	chromosome 2 open reading frame 43
Mcavernosa30420	K	Zinc finger protein 862
Mcavernosa30421	S	NA
Mcavernosa30422	K	Zinc finger protein 862
Mcavernosa30426	S	NA
Mcavernosa30428	B, D	tigger transposable element derived 6
Mcavernosa30429	E	Transmembrane amino acid transporter protein
Mcavernosa30435	D	Inherit from opiNOG: Conserved hypothetical protein
Mcavernosa30438	Q	Cytochrome p450
Mcavernosa30436	K	forkhead
Mcavernosa30430	U	annexin A11
Mcavernosa30439	S	NA
Mcavernosa30437	K	forkhead
Mcavernosa30446	F	phosphoribosyltransferase
Mcavernosa30445	J	ribosomal protein
Mcavernosa30450	G	ribulose-phosphate 3-epimerase
Mcavernosa30447	O	Protein disulfide isomerase
Mcavernosa30449	S	extended synaptotagmin-like protein
Mcavernosa30452	S	Protein of unknown function, DUF608
Mcavernosa30460	T, V	CUB domain
Mcavernosa30453	H	synthase
Mcavernosa30463	S	protein Hydra magnipapillata
Mcavernosa30468	S	NA
Mcavernosa30466	S	early endosome antigen 1
Mcavernosa30470	S	NA
Mcavernosa30473	C	Hydroxyacid oxidase
Mcavernosa30479	S	piggyBac transposable element derived 4
Mcavernosa30480	C, G	UDP Glucuronosyltransferase 2 family, polypeptide
Mcavernosa30487	S	NA
Mcavernosa30481	C, G	UDP Glucuronosyltransferase 2 family, polypeptide
Mcavernosa30493	O	MAM domain containing 4
Mcavernosa30496	O	deltex 3-like (Drosophila)
Mcavernosa30495	O	tripartite motif containing 45
Mcavernosa30494	O	deltex 3-like (Drosophila)
Mcavernosa30498	P, T	Inherit from KOG: Growth factor receptor
Mcavernosa30509	J, K	CCAAT enhancer binding protein (C EBP), zeta
Mcavernosa30504	T	Fibroblast growth factor receptor
Mcavernosa30505	S	transmembrane protein 161B
Mcavernosa30510	T	calcium ion binding
Mcavernosa30515	E	Methylenetetrahydrofolate reductase
Mcavernosa30523	T	Progestin and adipoQ receptor family member
Mcavernosa30526	G	Arylsulfatase
Mcavernosa30528	C	aldehyde dehydrogenase 7 family, member A1
Mcavernosa30518	T	multiple EGF-like-domains
Mcavernosa30516	T	multiple EGF-like-domains
Mcavernosa30534	T	Cholinergic receptor, nicotinic, alpha
Mcavernosa30537	S	Pao retrotransposon peptidase 
Mcavernosa30535	T	Cholinergic receptor, nicotinic, alpha
Mcavernosa30543	D	Inherit from opiNOG: Conserved hypothetical protein
Mcavernosa30538	T	phospholipase B domain containing
Mcavernosa30540	S	NA
Mcavernosa30539	S	NA
Mcavernosa30541	S	NA
Mcavernosa30542	S	NA
Mcavernosa30546	O	CAAX prenyl protease
Mcavernosa30548	Z	Kinesin family member
Mcavernosa30545	Z	KISc
Mcavernosa30568	O	cathepsin B
Mcavernosa30557	P, T	Arylsulfatase
Mcavernosa30558	P, T	Arylsulfatase
Mcavernosa30559	D	cell division cycle 25 homolog
Mcavernosa30556	O	coiled-coil and C2 domain containing
Mcavernosa30567	O	ubiquitin specific peptidase like 1
Mcavernosa30574	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30570	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30575	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30572	C	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
Mcavernosa30573	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30571	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
Mcavernosa30576	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone
Mcavernosa30577	Z	Kinesin family member
Mcavernosa30578	S	L1 transposable element
Mcavernosa30584	O	ubiquitin protein ligase E3 component (N-recognin)
Mcavernosa30580	O	ubiquitin protein ligase E3 component (N-recognin)
Mcavernosa30593	S	fibronectin type III and ankyrin repeat domains 1
Mcavernosa30591	S	PiggyBac transposable element derived 5
Mcavernosa30602	P	Transient receptor potential cation channel subfamily C member
Mcavernosa30603	P	Transient receptor potential cation channel subfamily C member
Mcavernosa30604	S	NA
Mcavernosa30607	E	ornithine aminotransferase
Mcavernosa30605	L	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa30621	G	Core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1
Mcavernosa30615	A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41
Mcavernosa30613	U	sorting nexin 25
Mcavernosa30616	U	protein transport protein sec61
Mcavernosa30614	U	sorting nexin 25
Mcavernosa30625	Q	KR domain
Mcavernosa30628	S	NA
Mcavernosa30623	O	Biliverdin reductase A
Mcavernosa30627	T	calcium calmodulin-dependent protein kinase
Mcavernosa30624	O	methionine sulfoxide reductase
Mcavernosa30630	T	Leucine-rich repeats and immunoglobulin-like domains
Mcavernosa30636	S	NA
Mcavernosa30640	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)
Mcavernosa30645	H	YdiU domain protein
Mcavernosa30646	T	TNF receptor-associated factor
Mcavernosa30651	O	proprotein convertase subtilisin kexin type
Mcavernosa30656	S	NA
Mcavernosa30665	S	FN3
Mcavernosa30664	S	FN3
Mcavernosa30672	W	collagen, type IV, alpha
Mcavernosa30670	W	Collagen triple helix repeat (20 copies)
Mcavernosa30669	V	Retrotransposon protein
Mcavernosa30677	P	Carbonic AnHydrase
Mcavernosa30683	P, T	polycystic kidney disease 1-like 2
Mcavernosa30686	S	protein Hydra magnipapillata
Mcavernosa30689	O, W	FN2
Mcavernosa30688	S	Pao retrotransposon peptidase 
Mcavernosa30690	W	collagen, type VI, alpha
Mcavernosa30692	S	NA
Mcavernosa30693	S	NA
Mcavernosa30696	D	Conserved hypothetical protein
Mcavernosa30707	S	NA
Mcavernosa30706	S	NA
Mcavernosa30703	F	ectonucleotide pyrophosphatase phosphodiesterase
Mcavernosa30715	K	ELL associated factor
Mcavernosa30717	F, J	Exonuclease 3'-5' domain containing 2
Mcavernosa30716	F, J	Exonuclease 3'-5' domain containing 2
Mcavernosa30718	F, J	Exonuclease 3'-5' domain containing 2
Mcavernosa34456	J	tRNA pseudouridine synthase
Mcavernosa34455	E	Isocitrate dehydrogenase
Mcavernosa34463	O	Transmembrane protease serine 6
Mcavernosa34457	L, T	cryptochrome
Mcavernosa34458	P	Ligand-gated ion channel
Mcavernosa34465	U	annexin A11
Mcavernosa34470	Z	Kinesin light chain
Mcavernosa34467	O	proprotein convertase subtilisin kexin type
Mcavernosa34471	Z	Kinesin light chain
Mcavernosa34484	S	Family with sequence similarity 151, member
Mcavernosa34483	C	Stomatin
Mcavernosa34480	Q	UPF0676 protein C1494.01-like
Mcavernosa34491	E	isomerase
Mcavernosa34485	S	Fanconi anemia complementation group d2
Mcavernosa34494	K	DNA-directed RNA Polymerase
Mcavernosa34495	K	WD repeat domain 90
Mcavernosa34487	E	isomerase
Mcavernosa34492	S	Fanconi anemia complementation group d2
Mcavernosa34493	S	Fanconi anemia complementation group d2
Mcavernosa34488	S	cysteine-rich, DPF motif domain containing 1
Mcavernosa34499	T	IK cytokine, down-regulator of HLA II
Mcavernosa34498	T	EF-hand calcium binding domain 11
Mcavernosa34496	S	NA
Mcavernosa34504	D	structural maintenance of chromosomes protein
Mcavernosa34506	T	ankyrin repeat and PH
Mcavernosa34508	K	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34509	S	rho family, small GTP binding protein
Mcavernosa34512	K	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34517	J	eukaryotic translation initiation factor 2c
Mcavernosa34524	T	Fibroblast growth factor receptor
Mcavernosa34527	S	NA
Mcavernosa34528	T	Salt-inducible kinase
Mcavernosa34534	S	NA
Mcavernosa34540	T	Pentaxin family
Mcavernosa34543	S	NA
Mcavernosa34544	P	solute carrier family 15
Mcavernosa34548	K	TAF5-like RNA polymerase II, p300 CBP-associated factor (PCAF)-associated factor
Mcavernosa34561	S	WD repeatcontaining protein
Mcavernosa34562	A	FIP1 like 1 (S. cerevisiae)
Mcavernosa34568	S	NA
Mcavernosa34575	S	NA
Mcavernosa34582	L	Inherit from KOG: DNA helicase
Mcavernosa34583	S	NA
Mcavernosa34580	O	HECT and RLD domain containing E3 ubiquitin protein ligase 2
Mcavernosa34579	I	stimulated by retinoic acid 6 homolog (mouse)
Mcavernosa34590	S	kiaa1257
Mcavernosa34585	I	acyl-CoA dehydrogenase
Mcavernosa34587	S	Neuronal pentraxin
Mcavernosa34588	D	minichromosome maintenance complex component 10
Mcavernosa34589	D	minichromosome maintenance complex component 10
Mcavernosa34592	S	Zinc finger, HIT-type containing 6
Mcavernosa34595	S	NA
Mcavernosa34594	S	NA
Mcavernosa34599	T	tyrosine kinase
Mcavernosa34598	T	Tyrosine kinase
Mcavernosa34606	Q	Dehydrogenase
Mcavernosa34605	Q	Dehydrogenase
Mcavernosa34617	M	Ankyrin repeat
Mcavernosa34615	U	CD74 molecule, major histocompatibility complex, class II invariant chain
Mcavernosa34616	S	LicD family
Mcavernosa34614	T	Low density lipoprotein receptor-related protein 6
Mcavernosa34612	T	Inherit from NOG: Low density lipoprotein receptor-related protein
Mcavernosa34625	K	transcription factor
Mcavernosa34619	T	STYKc
Mcavernosa34620	S	NA
Mcavernosa34624	K	transcription factor
Mcavernosa34623	K	transcription factor
Mcavernosa34632	S	NA
Mcavernosa34630	U	member RAS oncogene family
Mcavernosa34626	K, T	Methyltransferase like 4
Mcavernosa34627	K, T	Methyltransferase like 4
Mcavernosa34634	L	Dna-(Apurinic or apyrimidinic site)
Mcavernosa34638	T	neuralized homolog 4 (Drosophila)
Mcavernosa34640	T	neuronal calcium sensor 1
Mcavernosa34652	T	Photoreceptor required for image-forming vision at low light intensity. Required for photoreceptor cell viability after birth. Light-induced isomerization of 11-cis to all-trans retinal triggers a conformational change leading to G-protein activation and release of all-trans retinal
Mcavernosa34643	O	ring finger and CHY zinc finger
Mcavernosa34649	S	HYR domain
Mcavernosa34651	T	Photoreceptor required for image-forming vision at low light intensity. Required for photoreceptor cell viability after birth. Light-induced isomerization of 11-cis to all-trans retinal triggers a conformational change leading to G-protein activation and release of all-trans retinal
Mcavernosa34653	S	sperm-tail PG-rich repeat containing 2
Mcavernosa34668	V, W	oligomeric mucus gel-forming
Mcavernosa34673	L	Minichromosome maintenance complex component 3
Mcavernosa34672	U	Component of the BLOC-1 complex, a complex that is required for normal biogenesis of lysosome-related organelles (LRO), such as platelet dense granules and melanosomes. In concert with the AP-3 complex, the BLOC-1 complex is required to target membrane protein cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals. The BLOC-1 complex, in association with SNARE proteins, is also proposed to be involved in neurite extension. Plays a role in intracellular vesicle trafficking
Mcavernosa34675	S	Kelch domain containing
Mcavernosa34679	O	Protease, serine
Mcavernosa34687	S	Ankyrin repeat
Mcavernosa34695	A	Small nuclear ribonucleoprotein
Mcavernosa34691	Q	carbonyl reductase
Mcavernosa34692	S	NA
Mcavernosa34693	A	Small nuclear ribonucleoprotein
Mcavernosa34703	S	NA
Mcavernosa34698	S	NA
Mcavernosa34700	S	NA
Mcavernosa34706	O	Kelch domain containing
Mcavernosa34713	J	ribosome production factor 1
Mcavernosa34718	H	YdiU domain protein
Mcavernosa34720	S	NA
Mcavernosa34716	G	Protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase
Mcavernosa34717	H	YdiU domain protein
Mcavernosa34727	P, T	polycystic kidney disease 1-like 2
Mcavernosa34729	P, T	polycystic kidney disease 1-like 2
Mcavernosa34732	J	translation initiation factor 2C
Mcavernosa34730	K	general transcription factor IIIA
Mcavernosa34735	T	Small G protein signaling modulator 3
Mcavernosa34740	S	NA
Mcavernosa34738	S	NA
Mcavernosa34741	S	Inherit from NOG: Apolipoprotein B receptor
Mcavernosa34737	S	Proline rich 11
Mcavernosa34755	S	NA
Mcavernosa34757	U	Vacuolar protein
Mcavernosa34760	U	annexin A11
Mcavernosa34766	G	immediate early response 3 interacting protein 1
Mcavernosa34774	K	v-maf musculoaponeurotic fibrosarcoma oncogene homolog
Mcavernosa34770	J	Ribosomal protein
